Reference Number,Stimulus,Exam,Question Pool,Tags,Option 1,Option 2,Option 3,Option 4,Correct Answer,ImageFileName,TagsToSyllabus,Section,Topic,Tag
2025-Full6051,An amateur is dealing with a complaint from a neighbour but the timing of the complaint does not coincide with her times of operating. Further investigation suggests the times coincide with the time of arrival home from school. A new avenue of investigation should be,2025 Full V1.6b,2025 Full V1.6b - Electro magnetic compatibility (EMC),A6B_1,asking the complainant to keep a log of both times and the nature of the interference with any observations of local activities.,checking if there are any radio controlled children's toys in use nearby since these are often sourced on-line from outside the UK.,checking with the nearby school to see if their wireless-LAN is being used by after-school activities,checking if there is a surge in use of mobile telephones and if any of them are suspect.,B,,6B1,Electro magnetic compatibility (EMC),Sources of interference and their effects,AEMC_2
2025-Full6052,An amateur has modified a CB antenna to form a good quarter wave vertical on the ten metre band. The vertical is mounted on the roof of the conservatory which is on the back of the house. The amateur should,2025 Full V1.6b,2025 Full V1.6b - Electro magnetic compatibility (EMC),A6E_2,record the change of antenna arrangements in a log including tests of the SWR at different frequencies so any changes in SWR are readily noticed.,transfer the earth lead in the transmitter power cable to the braid of the feeder ensuring there is a continuous screen through any plugs and sockets.,ensure the connection from the transmitter to the mains safety earth is in good order and the supply to the power supply is correctly fused.,ensure there is a good RF earth as close to the antenna as possible connected to the braid of the coax feeder and any radials associated with the antenna.,D,,6E2,Electro magnetic compatibility (EMC),Station design and antenna placement/general principles,AEMC_8
2025-Full6053,A quarter wave vertical antenna installed without an RF earth and connected to a transmitter is likely to cause?,2025 Full V1.6b,2025 Full V1.6b - Electro magnetic compatibility (EMC),A6E_2,excessive noise on receive resulting in an inability to receive weaker signals.,RF currents in the mains earth and power leads.,difficulty in getting a low SWR on the feeder to the antenna.,frequency instability due to RF getting into other sections of the transmitter circuitry.,B,,6E2,Electro magnetic compatibility (EMC),Station design and antenna placement/general principles,AEMC_8
2025-Full6078,If a neighbour complains that you are causing them interference then you should,2025 Full V1.6b,2025 Full V1.6b - Electro magnetic compatibility (EMC),A6G_1,ask if you can conduct tests with them to identify the actual cause of the problem.,advise them to contact Ofcom for assistance as they are best placed to solve the problem.,suggest that it could be a fault or corrosion in theirantennasystem.,commiserate with their predicament but show that you are licenced to transmit.,A,,6G1,Electro magnetic compatibility (EMC),Social aspects and testing,AEMC_10
2025-Full6079,When installing amateur radio equipment in a vehicle,2025 Full V1.6b,2025 Full V1.6b - Electro magnetic compatibility (EMC),A6F_2,"the new power, control and RF cables should be kept away from existing car wiring and ideally only cross at right angles.",the power cables should both be connected directly to the vehicle battery with a fuse in both positive and negative wires.,"the power should be obtained from an existing circuit, preferably one that is only live when the engine is running.",the cigarette lighter socket is ideal for transmit powers below 50W and can quickly and easily be disconnected.,A,,6F2,Electro magnetic compatibility (EMC),Station design and antenna placement/mobile installations,AEMC_9
2025-Full708,Cross modulation is an effect that occurs when,2025 Full V1.6b,2025 Full V1.6b - Electro magnetic compatibility (EMC),A6B_2,the receiver has inadequate rejection on its image frequency.,strong RF signals enter the RF stage of a receiver causing non-linearity.,both the wanted signal and the local oscillator signal are modulated.,different signals are present on the two sidebands of an AM transmission.,B,,6B2,Electro magnetic compatibility (EMC),Sources of interference and their effects,AEMC_2
2025-Full733,"A 2 metre amateur transceiver is operated in a room containing a television, a music centre, a lap-top computer and a mechanical central heating thermostat. The transceiver antenna is a dipole temporarily hung in the room. Which item is LEAST likely to be affected?",2025 Full V1.6b,2025 Full V1.6b - Electro magnetic compatibility (EMC),A6C_1,Television,Central heating thermostat,Music centre,Lap-top computer,B,,6C1,Electro magnetic compatibility (EMC),Routes of entry,AEMC_3
2025-Full734,Which mode of transmission is most likely to result in the Amateurs voice being heard on a neighbour's audio hi-fi system?,2025 Full V1.6b,2025 Full V1.6b - Electro magnetic compatibility (EMC),A6C_1,Frequency modulated speech,Morse code,Single sideband,Frequency shift keying of data,C,,6C1,Electro magnetic compatibility (EMC),Routes of entry,AEMC_3
2025-Full735,"When an amateur station is operated on 14MHz SSB a nearby television receiver produces an audio output, the level of which is not affected by the volume control setting. Where is the most probable point of entry of the signal?",2025 Full V1.6b,2025 Full V1.6b - Electro magnetic compatibility (EMC),A6C_1,Sound IF amplifier,Mixer stage,Sound demodulator,Audio amplifier,D,,6C1,Electro magnetic compatibility (EMC),Routes of entry,AEMC_3
2025-Full7711,Radio amateurs,2025 Full V1.6b,2025 Full V1.6b - Electro magnetic compatibility (EMC),A6A_4,are required to demonstrate compliance with EMC standards for equipment they put into service and are also responsible for complying with licence requirements regarding interference.,are not required to demonstrate compliance with EMC standards for equipment they put into service but remain responsible for complying with licence requirements regarding interference.,may be required by Ofcom to demonstrate compliance with EMC standards for equipment they put into service.,are required by Ofcom to ensure they test for compliance with EMC standards for equipment they put into service.,B,,6A4,Electro magnetic compatibility (EMC),EMC concepts,AEMC_1
2025-Full7712,Advice for radio amateurs on mobile installations is in the,2025 Full V1.6b,2025 Full V1.6b - Electro magnetic compatibility (EMC),A6F_1,Post Office Communication Services UK Code of Practice for the installation of mobile radio and related ancillary equipment in land-based vehicles.,Ofcom's UK Code of Practice for the installation of mobile radio and related ancillary equipment in land-based vehicles.,Federation of Communication Services UK Code of Practice for the installation of mobile radio and related ancillary equipment in land-based vehicles.,Federation of Communication Services UK Code of Practice for the installation of mobile radio and related ancillary equipment in aircraft.,C,,6F1,Electro magnetic compatibility (EMC),Station design and antenna placement/mobile installations,AEMC_9
2025-Full7754,The Federation of Communication Services issues a Code of Practice which gives,2025 Full V1.6b,2025 Full V1.6b - Electro magnetic compatibility (EMC),A6F_1,guidance on the installation of radio equipment in vehicles.,guidance on the installation of radio equipment in inland vessels.,lightning protection precautions on commercial and amateur radio stations.,earthing requirements for stations fed with a PME electricity supply.,A,,6F1,Electro magnetic compatibility (EMC),Station design and antenna placement/mobile installations,AEMC_9
2025-Full7755,Which UK body provides guidance on installing radio equipment in vehicles?,2025 Full V1.6b,2025 Full V1.6b - Electro magnetic compatibility (EMC),A6F_1,Ofcom.,Federation of Communication Services.,Department for Transport.,Trading and Environmental Standards.,B,,6F1,Electro magnetic compatibility (EMC),Station design and antenna placement/mobile installations,AEMC_9
2025-Full7820,"A neighbour has a new TV installed. They are suffering occasional instances of interference, possibly RF. It would be sensible to check if the",2025 Full V1.6b,2025 Full V1.6b - Electro magnetic compatibility (EMC),A6A_2,mains voltage to the premises is below the required level.,aerial and its downlead may have deteriorated since they were installed.,affected premises does not have a suitable RF earth system.,television has the latest firmware programming installed.,B,,6A2,Electro magnetic compatibility (EMC),EMC concepts,AEMC_1
2025-Full7824,An amateur has a quarter wave vertical on the ten metre band. The vertical is mounted on the roof of the conservatory. The amateur should,2025 Full V1.6b,2025 Full V1.6b - Electro magnetic compatibility (EMC),A6E_2,ensure there is a good RF earth as close to the antenna as possible connected to the braid of the coax and any radials associated with the antenna.,ensure the connection from the transmitter to the mains safety earth is in good order and the supply to the power supply is correctly fused.,transfer the earth lead in the transmitter power cable to the braid of the feeder ensuring there is a continuous screen through any plugs and sockets.,record the change in the Log including tests of the SWR at different frequencies so any changes in SWR are readily noticed.,A,,6E2,Electro magnetic compatibility (EMC),Station design and antenna placement/general principles,AEMC_8
2025-Full7825,The most significant EMC risk in using a quarter wave vertical antenna without an RF earth is,2025 Full V1.6b,2025 Full V1.6b - Electro magnetic compatibility (EMC),A6E_2,difficulty in getting a low SWR on the feeder to the antenna.,RF currents in the mains earth and power leads.,frequency instability due to RF getting into other sections of the transmitter circuitry.,excessive noise on receive resulting in an inability to receiver weaker signals.,B,,6E2,Electro magnetic compatibility (EMC),Station design and antenna placement/general principles,AEMC_8
2025-Full7931,A home made transceiver must comply with the,2025 Full V1.6b,2025 Full V1.6b - Electro magnetic compatibility (EMC),A6A_4,EU Radio Equipment Directive 2014/53/EU.,EU Electro-Magnetic Compatibility Directive 2014/30/EU.,UK Radio Equipment Regulations 1206/2017.,Amateur Radio Wireless Telegraphy Licence Conditions Booklet.,D,,6A4,Electro magnetic compatibility (EMC),EMC concepts,AEMC_1
2025-Full7936,Where might one of the devices shown be used?,2025 Full V1.6b,2025 Full V1.6b - Electro magnetic compatibility (EMC),A6D_2,Inside an electric drill.,On a transmitter output.,In a TV mains lead.,In a TV aerial lead.,D,2025-Full7936.png,6D2,Electro magnetic compatibility (EMC),Filtering and remedial measures,AEMC_6
2025-Full7943,General guidance on fitting transmitting equipment in vehicles can be found in the,2025 Full V1.6b,2025 Full V1.6b - Electro magnetic compatibility (EMC),A6F_1,Construction and Use guidance provided by Driver and Vehicle Licensing Agency.,Regulations issued by the UK Department for Transport.,Guidance Notes issued by the Association of British Vehicle Insurers.,Code of Practice issued by the Federation of Communication Services.,D,,6F1,Electro magnetic compatibility (EMC),Station design and antenna placement/mobile installations,AEMC_9
2025-Full8042,What does operating split mean?,2025 Full V1.6b,2025 Full V1.6b - Operating Practices and Procedures,A7A_1,A station is listening on a frequency a few kHz away from the one it is transmitting on.,"There are two stations, both using the same club callsign sharing the workload.","There are two stations, both using the same club callsign but on different bands.",Reception and transmission are in different amateur bands to allow a full duplex contact.,A,,7A1,Operating practices and procedures,Good operating practices and procedures,AOPP_1
2025-Full8043,Your SSB contact on 7.063MHz is in the SSB segment of the band plan but is constantly interrupted by a CW contact from two stations in a different ITU Region. That may be because,2025 Full V1.6b,2025 Full V1.6b - Operating Practices and Procedures,A7B_2,the amateurs in CW contact are breaching their licence conditions.,propagation from a station in local night-time is enhanced over a day-time station.,your SSB contact is lost in the noise since it occupies a wider bandwidth.,the band plans in other countries may not align with the UK plan.,D,,7B2,Operating practices and procedures,Band plans,AOPP_2
2025-Full8052,"Many UK amateurs can be heard contacting a station in a country with which communications is normally possible. However, you cannot hear the distant station. A reason for this may be that",2025 Full V1.6b,2025 Full V1.6b - Operating Practices and Procedures,A7A_1,the station concerned is slightly further away than the skip distance.,trans-equatorial paths are not normally bi-directional.,the VFO of the distant station is unstable.,the distant station is transmitting on a slightly different frequency from those calling.,D,,7A1,Operating practices and procedures,Good operating practices and procedures,AOPP_1
2025-Full8083,When on a ship in international waters between Australia and New Zealand the frequencies allocated to amateur radio may be found in,2025 Full V1.6b,2025 Full V1.6b - Operating Practices and Procedures,A7H_2,The Schedule to the UK licence.,The ITU Radio Regulations for Region 2.,The ITU Radio Regulations for Region 3.,The Schedule to the Australian licence.,C,,7H2,Operating practices and procedures,CEPT and international,AOPP_2
2025-Full8084,The American continent is classified as,2025 Full V1.6b,2025 Full V1.6b - Operating Practices and Procedures,A7H_2,ITU Region 1.,ITU Region 2.,ITU Region 3.,ITU Region 4.,B,,7H2,Operating practices and procedures,CEPT and international,AOPP_2
2025-Full8085,The ITU Radio Regulations,2025 Full V1.6b,2025 Full V1.6b - Operating Practices and Procedures,A7H_2,contain the frequencies allocated to amateur radio in different parts of the world.,specify the power limits that should be applied to amateur licences.,give guidance on EMC considerations between the amateur service and other radio users.,publish the research on the effect of radio frequency radiation on the human body.,A,,7H2,Operating practices and procedures,CEPT and international,AOPP_2
2025-Full3764,You decide to take your amateur radio equipment with you on a round the world cruise. To know which frequencies you can use in international waters you should refer to,2025 Full V1.6b,2025 Full V1.6b - Operating Practices and Procedures,A7H_2,the ITU radio regulations for the ITU region that the vessel is currently located.,your UK licence schedule.,the radio frequency regulator in the next country that the vessel will visit.,the CEPT list.,A,,7H2,Operating practices and procedures,CEPT and international,AOPP_2
2025-Full3855,"An amateur holding the callsign M0XYZ has permanently moved to Portugal, which has implemented CEPT Recommendation T/R 61-01. M0XYZ can",2025 Full V1.6b,2025 Full V1.6b - Operating Practices and Procedures,A7H_1,operate under the CEPT agreement using the call CT/M0XYZ/P.,not operate as M0XYZ under the CEPT agreement.,operate under the CEPT agreement using the call CT/M0XYZ.,operate under the CEPT agreement using the call M0XYZ.,B,,7H1,Operating practices and procedures,CEPT and international,AOPP_2
2025-Full3856,"An amateur holding the callsign MJ0JKL has permanently moved to Italy, which has implemented CEPT Recommendation T/R 61-01. MJ0JKL can",2025 Full V1.6b,2025 Full V1.6b - Operating Practices and Procedures,A7H_1,operate under the CEPT agreement using the call I/M0JKL.,not operate as M0JKL under the CEPT agreement.,operate under the CEPT agreement using the call I/MJ0JKL.,operate under the CEPT agreement using the call I/MJ0JKL/P.,B,,7H1,Operating practices and procedures,CEPT and international,AOPP_2
2025-Full3857,"If operating in Switzerland under a reciprocal licence, operation must comply with",2025 Full V1.6b,2025 Full V1.6b - Operating Practices and Procedures,A7H_1,the rules of the European Broadcasting Union,your UK licence conditions,CEPT Recommendation T/R 61-01,the rules of the Swiss radio regulation authorities,D,,7H1,Operating practices and procedures,CEPT and international,AOPP_2
2025-Full41,Which frequencies are available to a UK full licensed station on a vessel in international waters?,2025 Full V1.6b,2025 Full V1.6b - Operating Practices and Procedures,A7H_2,Those granted to the Licensee by the UK Licence,Those appropriate to the ITU region where the vessel is located,The CW portion of all bands,Only the band 28.0 to 29.7MHz,B,,7H2,Operating practices and procedures,CEPT and international,AOPP_2
2025-Full6068,"When planning an international event using only set segments of the amateur bands, to minimise disruption to normal amateur activity you should remember that",2025 Full V1.6b,2025 Full V1.6b - Operating Practices and Procedures,A7B_2,the band plans in other countries may not align with the UK band plans.,not all countries allow operation under supervision to facilitate keeping to one call sign.,the permitted power levels vary widely resulting in unfair advantages.,the local time and day/night propagation conditions vary county by country.,A,,7B2,Operating practices and procedures,Band plans,AOPP_2
2025-Full6070,Beacons in the 5MHz band are likely to be found,2025 Full V1.6b,2025 Full V1.6b - Operating Practices and Procedures,A7B_1,on 5.290MHz,between 5.364 and 6.370MHz,on 5.380MHz,between 5.4035 and 5.4065MHz.,A,,7B1,Operating practices and procedures,Band plans,AOPP_2
2025-Full6071,"Often the frequency of a data signal is specified by its nominal carrier frequency. A risk with this approach, particularly in the 5.4035MHz sub-band is",2025 Full V1.6b,2025 Full V1.6b - Operating Practices and Procedures,A7B_1,omitting to specify whether it is upper or lower sideband.,data tones being present outside the licenced bandwidth.,confusion as to exactly which frequency the receiver should be tuned.,the possibility of getting the mark and space frequencies reversed.,B,,7B1,Operating practices and procedures,Band plans,AOPP_2
2025-Full6072,One of the 5MHz sub-bands is 10kHz wide. This will allow,2025 Full V1.6b,2025 Full V1.6b - Operating Practices and Procedures,A7B_1,FM signals with 3kHz audio and 3kHz deviation.,a transmitted power of 200W provided it is centred within the sub-band.,up to three SSB transmissions within the sub-band.,AM to be transmitted with up to 5kHz of audio signal.,C,,7B1,Operating practices and procedures,Band plans,AOPP_2
2025-Full6073,5MHz NVIS contacts within the UK should avoid the,2025 Full V1.6b,2025 Full V1.6b - Operating Practices and Procedures,A7B_1,5.2585MHz sub-band.,5.298MHz sub-band.,5.395MHz sub-band.,5.354MHz sub-band.,D,,7B1,Operating practices and procedures,Band plans,AOPP_2
2025-Full6075,Operating 'split' frequency might be considered if,2025 Full V1.6b,2025 Full V1.6b - Operating Practices and Procedures,A7A_1,you are relying on grey-line propagation which has asymmetric propagation characteristics,you are a rare station generating a very large number of callers trying to make contact.,you want full break-in capability on a transceiver which is slow to change from transmit to receive.,your transmissions are overloading the capability of the receiver to reject them.,B,,7A1,Operating practices and procedures,Good operating practices and procedures,AOPP_1
2025-Full6076,The rare island station you are trying to contact often says 'receiving five down'. This means that,2025 Full V1.6b,2025 Full V1.6b - Operating Practices and Procedures,A7A_1,it is looking for distant stations coming in at less than S5 in signal strength.,it will take five more contacts before pausing for a rest or change of band.,it is listening for contacts about 5kHz lower in frequency than transmitting.,it is trying to separate out callers using the IOTA reference numbers.,C,,7A1,Operating practices and procedures,Good operating practices and procedures,AOPP_1
2025-Full6077,The purpose of operating split frequency is to,2025 Full V1.6b,2025 Full V1.6b - Operating Practices and Procedures,A7A_1,reduce the band occupancy so your operation does not take up too much of a band to the detriment of other amateurs.,speed- up and simplify the transmit-receive process by using separate transmitters and receivers.,allow time and opportunity to collect several call signs so you can make a composite reply to all of them.,spread out callers across a small frequency range so you stand some chance of identifying their call signs.,D,,7A1,Operating practices and procedures,Good operating practices and procedures,AOPP_1
2025-Full73,How often is it advisable to test transmissions for radiation of harmonics and other spurious emissions?,2025 Full V1.6b,2025 Full V1.6b - Operating Practices and Procedures,A7A_8,Once every three months,Once every month,From time to time,Never,C,,7A8,Operating practices and procedures,Good operating practices and procedures,AOPP_1
2025-Full741,The holder of a Full Amateur Radio Licence can operate under their licence in which ONE of the following?,2025 Full V1.6b,2025 Full V1.6b - Operating Practices and Procedures,A7H_1,Only countries who are members of the British Commonwealth.,Only countries which are members of the European Community.,A country that has implemented CEPT Recommendation T/R 61-01.,Any country who is a member of the International Telecommunication Union.,C,,7H1,Operating practices and procedures,CEPT and international,AOPP_2
2025-Full742,"When operating temporarily in a European country under T/R 61-01, the rules applicable to amateur radio are those",2025 Full V1.6b,2025 Full V1.6b - Operating Practices and Procedures,A7H_1,in the amateurs own licence plus any extra privileges in the host country,in the amateurs own licence limited by any restrictions in the host country,set out in the amateurs own licence,of the host country,D,,7H1,Operating practices and procedures,CEPT and international,AOPP_2
2025-Full743,To operate abroad under CEPT recommendation T/R 61-01 you must operate,2025 Full V1.6b,2025 Full V1.6b - Operating Practices and Procedures,A7H_1,only with the permission of a host country licensee,in accordance with the requirements of the host country,in accordance with your UK licence conditions,only from the station of another amateur licensee in that country,B,,7H1,Operating practices and procedures,CEPT and international,AOPP_2
2025-Full7946,You are operating from a rare and sought after location but are swamped by requests for a contact such that you cannot identify any incoming callsigns and your replies are similarly swamped. The accepted practice to resolve this situation is to,2025 Full V1.6b,2025 Full V1.6b - Operating Practices and Procedures,A7A_1,reply saying you are listening a few kHz away.,reply saying you will listen only at five minute intervals.,cease operation until the calls die down to a manageable level.,reduce power so fewer people hear your calls.,A,,7A1,Operating practices and procedures,Good operating practices and procedures,AOPP_1
2025-Full7947,The recommended maximum bandwidth on 473.5kHz is,2025 Full V1.6b,2025 Full V1.6b - Operating Practices and Procedures,A7B_1,3kHz.,1.5kHz.,500Hz.,200Hz.,D,,7B1,Operating practices and procedures,Band plans,AOPP_2
2025-Full7949,When operating in other countries you should note that,2025 Full V1.6b,2025 Full V1.6b - Operating Practices and Procedures,A7B_2,a local amateur must supervise your operation.,operation in CEPT countries requires a Notice of Variation.,the UK licence frequency schedule applies.,the band plan in that country may be different.,D,,7B2,Operating practices and procedures,Band plans,AOPP_2
2025-Full8086,When calling CQ for amateurs in other countries you should note that,2025 Full V1.6b,2025 Full V1.6b - Operating Practices and Procedures,A7B_2,you may be expected to give your ITU regional location as well as your call sign.,you may need to register your call sign with the national amateur body for QSL purposes.,licenced frequencies and their band plans may not align with the UK plan.,not all countries run a QSL bureau or record contacts for competition purposes.,C,,7B2,Operating practices and procedures,Band plans,AOPP_2
2025-Full8104,"When operating in other countries, one point to remember is that",2025 Full V1.6b,2025 Full V1.6b - Operating Practices and Procedures,A7B_2,you must advise Ofcom of your intentions before you travel.,the power limits in your UK licence continue to apply.,you must still include the RSL of your home address in your call sign.,The local band plans may differ from those in the UK.,D,,7B2,Operating practices and procedures,Band plans,AOPP_2
2025-Full174,"In a house with Protective Multiple Earthing, the house mains earth and the neutral are",2025 Full V1.6b,2025 Full V1.6b - Safety,A8A_2,completely isolated from each other,bonded together where the supply enters the house,connected together at the substation transformer,grounded by a copper spike,B,,8A2,Safety,Electricity,AS_1
2025-Full176,Amateur radio masts and antennas in exposed high locations need to be protected against,2025 Full V1.6b,2025 Full V1.6b - Safety,A8E_1,exposure to ultra-violet radiation,static build up during thunderstorms,bird strike,low flying aircraft,B,,8E1,Safety,Lightning,AS_2
2025-Full177,Thunder storms are a risk to an amateur station because,2025 Full V1.6b,2025 Full V1.6b - Safety,A8E_1,lightning is attracted to electro-magnetic radiation,static build up on the antenna system can damage electronic equipment connected to it,a lightning strike has the potential to induce eddy currents in the earth system,antenna systems are always connected to earth,B,,8E1,Safety,Lightning,AS_2
2025-Full186,"For a licensed radio amateur, using a hand-held microphone whilst driving a moving vehicle is, in itself",2025 Full V1.6b,2025 Full V1.6b - Safety,A8F_5,illegal,ill-advised,best practice,recommended,B,,8F5,Safety,Working mobile and portable,AS_3
2025-Full188,Before transmitting from a temporary location it is most advisable to check,2025 Full V1.6b,2025 Full V1.6b - Safety,A8F_4,propagation forecasts,the conductivity of the soil,for nearby trees,the adequacy of the electrical supply to be used,D,,8F4,Safety,Working mobile and portable,AS_3
2025-Full189,When operating a station in an outdoor location an amateur should,2025 Full V1.6b,2025 Full V1.6b - Safety,A8F_4,take precautions to ensure that mains operated equipment is provided with suitable RF earth,only use battery-operated equipment,take precautions to ensure that mains operated equipment is provided with suitable safety earth,disconnect the mains safety earth,C,,8F4,Safety,Working mobile and portable,AS_3
2025-Full190,When operating your station in an outdoor location which one of the following precautions is most appropriate to protect you from danger from overhead power lines?,2025 Full V1.6b,2025 Full V1.6b - Safety,A8F_4,Ensure a suitable safety earth is provided,Protect the antenna and feeder by using a PME system,Only use battery-operated equipment,Ensure that all antennas and feeders are kept clear of overhead power cables,D,,8F4,Safety,Working mobile and portable,AS_3
2025-Full191,Mains powered equipment presents a higher risk to safety mainly because,2025 Full V1.6b,2025 Full V1.6b - Safety,A8A_1,more radio frequency energy is produced,valves emit non-ionising radiation,higher electrical potentials are likely to be present,there may be broken glass inside the equipment,C,,8A1,Safety,Electricity,AS_1
2025-Full194,"If it is unavoidable to make adjustments to live high voltage equipment while it is switched on, the operator should",2025 Full V1.6b,2025 Full V1.6b - Safety,A8A_6,use only a battery power supply,wear safety goggles,place the equipment on an insulating mat,use only one hand,D,,8A6,Safety,Electricity,AS_1
2025-Full3355,In a domestic Protective Multiple Earth (PME) electrical system,2025 Full V1.6b,2025 Full V1.6b - Safety,A8A_2,earthed equipment will be safe if the neutral supply fails,an earthing stake must be connected to the main earth terminal,the main earth terminal will provide an excellent earth for RF,the neutral supply is at the same potential as the main earth terminal,D,,8A2,Safety,Electricity,AS_1
2025-Full3356,"Where a number of properties are supplied by a Protective Multiple Earth (PME) electrical system, in the event of neutral fault conditions in the electrical supply system",2025 Full V1.6b,2025 Full V1.6b - Safety,A8A_2,the chassis of earthed equipment will always be at earth potential,amateur radio signals will travel into neighbouring properties more easily,there will be less danger of fires or electric shock in amateur radio stations,the chassis of earthed equipment may rise to mains supply potential,D,,8A2,Safety,Electricity,AS_1
2025-Full4004,A possible consequence of installing an RF earth rod alongside a PME mains electricity supply is that under some fault conditions,2025 Full V1.6b,2025 Full V1.6b - Safety,A8A_2,the house earth and exposed metalwork could rise in potential to close to the normal 'live' level of the mains supply,the supply voltage could drop more often to a lower voltage than that experienced by non-PME supplies,it is much harder to ensure exposed metalwork such a copper pipes are properly insulated from earth,"PME supplies are always derived from a 3-phase system, increasing the likelihood of third harmonic distortion",A,,8A2,Safety,Electricity,AS_1
2025-Full4018,A lightning strike can occur when,2025 Full V1.6b,2025 Full V1.6b - Safety,A8E_1,the rainfall intensity is sufficient to provide a conductive path,an outside antenna provides an attractive target for a strike,a high static charge ionises the air between a thunder cloud and the ground,RF from a transmitting antenna ionises the air close to the antenna,C,,8E1,Safety,Lightning,AS_2
2025-Full4098,You have finished operating at the end of the day and you are aware that there is a strong possibility of thunder storms. You should:,2025 Full V1.6b,2025 Full V1.6b - Safety,A8E_1,remember that a neighbour's house was recently struck by lightning and that lightning does not strike twice.,leave the antenna and radio connected as it is a mains operated set and has an earth lead.,disconnect the equipment from the mains and the antenna.,disconnect the antenna from the antenna socket but leave it resting against the chassis of the radio.,C,,8E1,Safety,Lightning,AS_2
2025-Full4099,Which of the following statements concerning the protection of an amateur radio station from a direct lightning strike is true?,2025 Full V1.6b,2025 Full V1.6b - Safety,A8E_1,You should switch off the mains where it enters the property where the station is located.,You should make sure your antenna is lower than your TV aerial.,You cannot take any precautions even with regards to distant lightning strikes.,You cannot protect against a direct strike.,D,,8E1,Safety,Lightning,AS_2
2025-Full6064,The purpose of conducting a risk assessment is to,2025 Full V1.6b,2025 Full V1.6b - Safety,A8F_6,provide evidence to health and safety officials that you had considered the risks after an accident has occurred.,satisfy your insurance company that you have addressed the matter and thus obtain insurance cover.,draw up a suitable document which is required by the owner of the premises proposed for an event.,identify the likelihood and severity of potential accidents along with mitigation and remedial measures.,D,,8F6,Safety,Working mobile and portable,AS_4
2025-Full6065,When seeking insurance cover for an event open to the public the insurers will likely expect,2025 Full V1.6b,2025 Full V1.6b - Safety,A8F_6,you to advise the emergency services of the nature and location of the event to allow a speedy response if it is required.,"to see evidence you have identified the risks involved, sought to minimise risk and outcome and kept records of that process.",you to take all due precautions and remember to advise the visiting public what they can and cannot do.,you to have guides to keep visitors at a safe distance from masts and other structures that could cause injury.,B,,8F6,Safety,Working mobile and portable,AS_4
2025-Full6066,To ensure a public amateur radio demonstration does not cause RF fields above a safe level you should check the guidance provided by the,2025 Full V1.6b,2025 Full V1.6b - Safety,A8D_1,ICNIRP,RSGB,IET or IEEE,local authority,A,,8D1,Safety,Working with RF,AS_2
2025-Full6067,ICNIRP provide information and guidance on,2025 Full V1.6b,2025 Full V1.6b - Safety,A8D_1,safe voltage levels for human contact.,safe levels of radio frequency fields.,static protection measures for sensitive components.,protection and mitigation measures against lightning.,B,,8D1,Safety,Working with RF,AS_2
2025-Full755,"A significant risk in a motor vehicle, not normally a problem in a house, is",2025 Full V1.6b,2025 Full V1.6b - Safety,A8F_5,the lower height and movement of the vehicle causing lower signal strength and deep fades,the Doppler effect associated with the vehicle speed,chafing of wires and resulting possibility of shorting to the electrical earth,interference and EMC issues to many more people and houses as the vehicle moves,C,,8F5,Safety,Working mobile and portable,AS_3
2025-Full7756,"Unless the instruction expressly permits, you should NOT",2025 Full V1.6b,2025 Full V1.6b - Safety,A8F_7,refill a portable generator while it is running.,place a fire extinguisher more than 5m from a portable generator.,use an RCD on the 230V supply from a portable generator.,switch on an additional load after a portable generator has started.,A,,8F7,Safety,Working mobile and portable,AS_4
2025-Full7952,The purpose of the ICNIRP limits is to,2025 Full V1.6b,2025 Full V1.6b - Safety,A8D_1,ensure that the general public are not exposed to unsafe levels of ionising radiation.,ensure that the general public are not exposed to unsafe levels of non-ionising radiation.,advise on upper limits to avoid excessive RF pollution and interference.,advise on recommended power levels required for international communications.,B,,8D1,Safety,Working with RF,AS_2
2025-Full7953,What important action or check has not been performed in planning this outdoor operating trip?,2025 Full V1.6b,2025 Full V1.6b - Safety,A8F_4,Correct fusing.,Check local supply adequate.,Provision of RCBOs.,Site survey.,D,2025-Full7953.png,8F4,Safety,Working mobile and portable,AS_3
2025-Full7954,"When planning to take UK mains powered equipment overseas, it is necessary to check",2025 Full V1.6b,2025 Full V1.6b - Safety,A8F_4,the voltage and frequency of the local mains supplies.,the availability of local amateurs to formally supervise.,that the UK licence Schedule covers operation in that country.,the propagation path back to the UK supports contacts.,A,,8F4,Safety,Working mobile and portable,AS_3
2025-Full7956,A risk assessment should be carried out,2025 Full V1.6b,2025 Full V1.6b - Safety,A8F_6,as part of the normal planning for any event.,immediately after an accident when all the details are fresh.,when requested by an appropriate authority.,in response to a third party claim following an incident.,A,,8F6,Safety,Working mobile and portable,AS_4
2025-Full7958,"When operating outdoors with power from an electrical generator, fire extinguishers should be stored",2025 Full V1.6b,2025 Full V1.6b - Safety,A8F_7,inside the operating tent to protect from rain and excessive cold.,alongside the fuel store to minimise carrying in an emergency.,alongside the generator for speed of access in the event of a fire.,where they are clearly visible and not alongside the generator or fuel store.,D,,8F7,Safety,Working mobile and portable,AS_4
2025-Full7959,"When operating outdoors with power from an electrical generator, the fuel should be stored",2025 Full V1.6b,2025 Full V1.6b - Safety,A8F_7,close to the operating tent where it can be seen in the dark.,away from the generator and fire extinguishers.,alongside the generator where it will be needed for easy refuelling.,with the fire extinguishers for quick access in a fire.,B,,8F7,Safety,Working mobile and portable,AS_4
